head,relation,tail
user_707,rated,movie_614
user_551,rated,movie_559
user_422,rated,movie_717
user_758,rated,movie_23
user_709,rated,movie_472
user_76,rated,movie_203
user_102,rated,movie_241
user_407,rated,movie_659
user_344,rated,movie_64
user_393,rated,movie_195
user_799,rated,movie_286
user_576,rated,movie_763
user_909,rated,movie_529
user_839,rated,movie_121
user_486,rated,movie_919
user_798,rated,movie_417
user_627,rated,movie_52
user_854,rated,movie_924
user_943,rated,movie_581
user_777,rated,movie_127
user_923,rated,movie_322
user_534,rated,movie_291
user_484,rated,movie_1016
user_886,rated,movie_20
user_846,rated,movie_188
user_915,rated,movie_321
user_25,rated,movie_527
user_620,rated,movie_755
user_634,rated,movie_248
user_495,rated,movie_576
user_556,rated,movie_324
user_846,rated,movie_640
user_156,rated,movie_480
user_851,rated,movie_347
user_71,rated,movie_153
user_838,rated,movie_71
user_813,rated,movie_892
user_717,rated,movie_303
user_790,rated,movie_393
user_537,rated,movie_568
user_843,rated,movie_206
user_222,rated,movie_72
user_935,rated,movie_1016
user_579,rated,movie_234
user_747,rated,movie_175
user_18,rated,movie_493
user_843,rated,movie_157
user_932,rated,movie_550
user_804,rated,movie_366
user_655,rated,movie_1266
user_542,rated,movie_321
user_504,rated,movie_620
user_801,rated,movie_328
user_881,rated,movie_99
user_932,rated,movie_211
user_514,rated,movie_157
user_630,rated,movie_9
user_698,rated,movie_300
user_75,rated,movie_833
user_887,rated,movie_140
user_293,rated,movie_451
user_853,rated,movie_286
user_655,rated,movie_584
user_691,rated,movie_178
user_887,rated,movie_828
user_284,rated,movie_319
user_366,rated,movie_17
user_735,rated,movie_515
user_600,rated,movie_947
user_790,rated,movie_73
user_795,rated,movie_419
user_805,rated,movie_1098
user_862,rated,movie_436
user_541,rated,movie_151
user_798,rated,movie_121
user_751,rated,movie_751
user_776,rated,movie_98
user_338,rated,movie_86
user_293,rated,movie_51
user_878,rated,movie_588
user_758,rated,movie_168
user_867,rated,movie_323
user_943,rated,movie_55
user_764,rated,movie_747
user_25,rated,movie_204
user_559,rated,movie_863
user_592,rated,movie_129
user_833,rated,movie_202
user_943,rated,movie_54
user_340,rated,movie_480
user_888,rated,movie_514
user_825,rated,movie_979
user_637,rated,movie_815
user_445,rated,movie_508
user_747,rated,movie_315
user_847,rated,movie_527
user_889,rated,movie_650
user_736,rated,movie_533
user_887,rated,movie_431
user_790,rated,movie_237
user_715,rated,movie_746
user_603,rated,movie_22
user_786,rated,movie_285
user_711,rated,movie_155
user_648,rated,movie_781
user_388,rated,movie_276
user_795,rated,movie_234
user_704,rated,movie_492
user_417,rated,movie_111
user_60,rated,movie_175
user_28,rated,movie_567
user_548,rated,movie_546
user_334,rated,movie_11
user_532,rated,movie_426
user_812,rated,movie_292
user_908,rated,movie_963
user_745,rated,movie_483
user_782,rated,movie_289
user_397,rated,movie_343
user_642,rated,movie_673
user_848,rated,movie_181
user_290,rated,movie_472
user_852,rated,movie_969
user_181,rated,movie_1061
user_940,rated,movie_521
user_331,rated,movie_31
user_920,rated,movie_302
user_653,rated,movie_684
user_327,rated,movie_28
user_299,rated,movie_10
user_863,rated,movie_327
user_595,rated,movie_274
user_850,rated,movie_568
user_645,rated,movie_64
user_846,rated,movie_697
user_653,rated,movie_1139
user_553,rated,movie_1
user_580,rated,movie_121
user_614,rated,movie_276
user_872,rated,movie_274
user_562,rated,movie_204
user_766,rated,movie_481
user_786,rated,movie_181
user_805,rated,movie_22
user_584,rated,movie_222
user_854,rated,movie_1134
user_896,rated,movie_508
user_825,rated,movie_825
user_268,rated,movie_172
user_823,rated,movie_356
user_844,rated,movie_70
user_911,rated,movie_483
user_756,rated,movie_96
user_601,rated,movie_416
user_506,rated,movie_48
user_756,rated,movie_755
user_465,rated,movie_98
user_727,rated,movie_65
user_738,rated,movie_118
user_94,rated,movie_245
user_737,rated,movie_475
user_815,rated,movie_615
user_874,rated,movie_325
user_256,rated,movie_216
user_892,rated,movie_153
user_770,rated,movie_475
user_566,rated,movie_20
user_749,rated,movie_191
user_860,rated,movie_49
user_276,rated,movie_95
user_843,rated,movie_380
user_44,rated,movie_172
user_269,rated,movie_441
user_806,rated,movie_403
user_850,rated,movie_22
user_78,rated,movie_476
user_758,rated,movie_896
user_458,rated,movie_475
user_833,rated,movie_1029
user_854,rated,movie_64
user_655,rated,movie_638
user_848,rated,movie_509
user_7,rated,movie_664
user_933,rated,movie_765
user_476,rated,movie_384
user_249,rated,movie_302
user_833,rated,movie_233
user_655,rated,movie_480
user_751,rated,movie_385
user_182,rated,movie_1
user_539,rated,movie_531
user_336,rated,movie_1094
user_7,rated,movie_11
user_56,rated,movie_930
user_828,rated,movie_322
user_504,rated,movie_44
user_751,rated,movie_55
user_677,rated,movie_539
user_773,rated,movie_386
user_896,rated,movie_121
user_868,rated,movie_217
user_889,rated,movie_866
user_905,rated,movie_742
user_586,rated,movie_265
user_436,rated,movie_264
user_360,rated,movie_193
user_464,rated,movie_288
user_896,rated,movie_1437
user_705,rated,movie_71
user_826,rated,movie_309
user_795,rated,movie_7
user_666,rated,movie_293
user_916,rated,movie_70
user_865,rated,movie_21
user_621,rated,movie_233
user_892,rated,movie_132
user_194,rated,movie_710
user_345,rated,movie_412
user_624,rated,movie_329
user_933,rated,movie_161
user_545,rated,movie_205
user_749,rated,movie_1185
user_711,rated,movie_955
user_425,rated,movie_1013
user_712,rated,movie_843
user_426,rated,movie_404
user_919,rated,movie_140
user_508,rated,movie_175
user_942,rated,movie_50
user_79,rated,movie_275
user_766,rated,movie_186
user_875,rated,movie_174
user_537,rated,movie_107
user_648,rated,movie_769
user_854,rated,movie_484
user_576,rated,movie_324
user_425,rated,movie_96
user_343,rated,movie_387
user_648,rated,movie_47
user_551,rated,movie_380
user_899,rated,movie_31
user_907,rated,movie_318
user_881,rated,movie_357
user_896,rated,movie_808
user_859,rated,movie_15
user_908,rated,movie_423
user_627,rated,movie_271
user_846,rated,movie_468
user_198,rated,movie_367
user_756,rated,movie_195
user_712,rated,movie_191
user_727,rated,movie_179
user_721,rated,movie_880
user_537,rated,movie_723
user_868,rated,movie_746
user_437,rated,movie_1267
user_536,rated,movie_209
user_870,rated,movie_56
user_541,rated,movie_655
user_688,rated,movie_309
user_870,rated,movie_174
user_416,rated,movie_510
user_453,rated,movie_56
user_63,rated,movie_262
user_831,rated,movie_741
user_579,rated,movie_692
user_7,rated,movie_632
user_629,rated,movie_392
user_881,rated,movie_63
user_650,rated,movie_447
user_900,rated,movie_318
user_690,rated,movie_153
user_815,rated,movie_684
user_666,rated,movie_66
user_906,rated,movie_125
user_181,rated,movie_130
user_548,rated,movie_316
user_896,rated,movie_476
user_624,rated,movie_246
user_725,rated,movie_301
user_393,rated,movie_332
user_776,rated,movie_525
user_222,rated,movie_90
user_643,rated,movie_1016
user_846,rated,movie_485
user_909,rated,movie_14
user_796,rated,movie_797
user_655,rated,movie_237
user_590,rated,movie_275
user_406,rated,movie_472
user_828,rated,movie_26
user_372,rated,movie_53
user_781,rated,movie_286
user_823,rated,movie_28
user_622,rated,movie_173
user_738,rated,movie_128
user_305,rated,movie_59
user_741,rated,movie_50
user_846,rated,movie_208
user_749,rated,movie_531
user_881,rated,movie_451
user_456,rated,movie_739
user_932,rated,movie_640
user_503,rated,movie_66
user_906,rated,movie_117
user_474,rated,movie_482
user_829,rated,movie_319
user_622,rated,movie_480
user_833,rated,movie_235
user_566,rated,movie_49
user_505,rated,movie_328
user_315,rated,movie_741
user_796,rated,movie_118
user_267,rated,movie_554
user_799,rated,movie_292
user_682,rated,movie_876
user_643,rated,movie_509
user_924,rated,movie_1478
user_657,rated,movie_302
user_874,rated,movie_116
user_864,rated,movie_401
user_812,rated,movie_328
user_814,rated,movie_672
user_15,rated,movie_472
user_846,rated,movie_720
user_738,rated,movie_141
user_435,rated,movie_479
user_42,rated,movie_73
user_650,rated,movie_551
user_806,rated,movie_158
user_912,rated,movie_173
user_632,rated,movie_568
user_536,rated,movie_222
user_627,rated,movie_9
user_693,rated,movie_272
user_843,rated,movie_182
user_805,rated,movie_24
user_581,rated,movie_7
user_833,rated,movie_324
user_848,rated,movie_202
user_393,rated,movie_820
user_537,rated,movie_660
user_97,rated,movie_193
user_815,rated,movie_449
user_936,rated,movie_275
user_209,rated,movie_249
user_580,rated,movie_282
user_487,rated,movie_85
user_527,rated,movie_508
user_851,rated,movie_531
user_804,rated,movie_177
user_851,rated,movie_975
user_797,rated,movie_340
user_524,rated,movie_96
user_698,rated,movie_855
user_862,rated,movie_200
user_708,rated,movie_687
user_487,rated,movie_301
user_305,rated,movie_469
user_932,rated,movie_180
user_921,rated,movie_322
user_811,rated,movie_308
user_748,rated,movie_318
user_907,rated,movie_245
user_647,rated,movie_29
user_561,rated,movie_77
user_246,rated,movie_252
user_875,rated,movie_289
user_704,rated,movie_14
user_642,rated,movie_775
user_690,rated,movie_629
user_847,rated,movie_79
user_643,rated,movie_432
user_390,rated,movie_300
user_749,rated,movie_284
user_92,rated,movie_402
user_817,rated,movie_258
user_890,rated,movie_632
user_901,rated,movie_520
user_447,rated,movie_181
user_698,rated,movie_490
user_911,rated,movie_21
user_861,rated,movie_179
user_916,rated,movie_763
user_639,rated,movie_662
user_653,rated,movie_205
user_788,rated,movie_356
user_931,rated,movie_255
user_608,rated,movie_127
user_823,rated,movie_195
user_585,rated,movie_509
user_863,rated,movie_330
user_102,rated,movie_511
user_846,rated,movie_56
user_665,rated,movie_89
user_819,rated,movie_302
user_854,rated,movie_455
user_868,rated,movie_164
user_498,rated,movie_410
user_749,rated,movie_95
user_479,rated,movie_584
user_831,rated,movie_358
user_461,rated,movie_748
user_277,rated,movie_1008
user_863,rated,movie_1431
user_761,rated,movie_1287
user_863,rated,movie_322
user_828,rated,movie_694
user_889,rated,movie_523
user_848,rated,movie_498
user_216,rated,movie_151
user_880,rated,movie_1165
user_758,rated,movie_143
user_496,rated,movie_196
user_758,rated,movie_217
user_480,rated,movie_56
user_159,rated,movie_298
user_594,rated,movie_269
user_469,rated,movie_152
user_599,rated,movie_245
user_788,rated,movie_1139
user_515,rated,movie_304
user_339,rated,movie_9
user_91,rated,movie_662
user_727,rated,movie_408
user_892,rated,movie_367
user_901,rated,movie_230
user_655,rated,movie_1233
user_524,rated,movie_69
user_712,rated,movie_415
user_851,rated,movie_840
user_840,rated,movie_70
user_756,rated,movie_50
user_892,rated,movie_58
user_896,rated,movie_88
user_872,rated,movie_756
user_770,rated,movie_275
user_715,rated,movie_595
user_916,rated,movie_228
user_871,rated,movie_190
user_882,rated,movie_748
user_758,rated,movie_313
user_586,rated,movie_1218
user_735,rated,movie_288
user_886,rated,movie_1119
user_573,rated,movie_423
user_851,rated,movie_336
user_666,rated,movie_956
user_782,rated,movie_355
user_921,rated,movie_121
user_339,rated,movie_211
user_11,rated,movie_431
user_435,rated,movie_202
user_711,rated,movie_961
user_660,rated,movie_449
user_186,rated,movie_177
user_850,rated,movie_705
user_567,rated,movie_434
user_765,rated,movie_1009
user_798,rated,movie_1076
user_474,rated,movie_652
user_782,rated,movie_1082
user_650,rated,movie_563
user_823,rated,movie_709
user_911,rated,movie_183
user_791,rated,movie_748
user_889,rated,movie_1016
user_829,rated,movie_427
user_537,rated,movie_319
user_429,rated,movie_412
user_645,rated,movie_72
user_844,rated,movie_173
user_868,rated,movie_153
user_244,rated,movie_28
user_385,rated,movie_378
user_416,rated,movie_571
user_875,rated,movie_195
user_739,rated,movie_98
user_896,rated,movie_636
user_796,rated,movie_182
user_749,rated,movie_398
user_532,rated,movie_1407
user_589,rated,movie_310
user_943,rated,movie_174
user_851,rated,movie_880
user_889,rated,movie_1097
user_587,rated,movie_681
user_851,rated,movie_1676
user_20,rated,movie_323
user_686,rated,movie_299
user_308,rated,movie_218
user_770,rated,movie_246
user_570,rated,movie_886
user_648,rated,movie_717
user_181,rated,movie_1353
user_655,rated,movie_454
user_840,rated,movie_173
user_854,rated,movie_235
user_868,rated,movie_382
user_877,rated,movie_207
user_650,rated,movie_231
user_331,rated,movie_306
user_867,rated,movie_1159
user_751,rated,movie_173
user_524,rated,movie_218
user_881,rated,movie_108
user_409,rated,movie_1328
user_849,rated,movie_133
user_614,rated,movie_508
user_749,rated,movie_77
user_823,rated,movie_215
user_489,rated,movie_895
user_825,rated,movie_1199
user_617,rated,movie_424
user_825,rated,movie_931
user_848,rated,movie_663
user_523,rated,movie_257
user_711,rated,movie_275
user_497,rated,movie_111
user_905,rated,movie_302
user_784,rated,movie_877
user_659,rated,movie_56
user_407,rated,movie_1263
user_828,rated,movie_1068
user_398,rated,movie_482
user_796,rated,movie_568
user_919,rated,movie_1134
user_889,rated,movie_642
user_635,rated,movie_331
user_795,rated,movie_382
user_896,rated,movie_887
user_6,rated,movie_306
user_835,rated,movie_650
user_437,rated,movie_226
user_863,rated,movie_901
user_674,rated,movie_111
user_327,rated,movie_393
user_896,rated,movie_575
user_437,rated,movie_15
user_622,rated,movie_79
user_838,rated,movie_172
user_867,rated,movie_474
user_653,rated,movie_132
user_839,rated,movie_258
user_863,rated,movie_319
user_7,rated,movie_197
user_152,rated,movie_944
user_664,rated,movie_31
user_612,rated,movie_864
user_887,rated,movie_443
user_630,rated,movie_282
user_511,rated,movie_1527
user_378,rated,movie_164
user_906,rated,movie_473
user_601,rated,movie_429
user_488,rated,movie_286
user_515,rated,movie_538
user_843,rated,movie_434
user_622,rated,movie_230
user_659,rated,movie_294
user_774,rated,movie_12
user_690,rated,movie_66
user_854,rated,movie_492
user_932,rated,movie_661
user_758,rated,movie_455
user_394,rated,movie_431
user_655,rated,movie_1086
user_880,rated,movie_47
user_693,rated,movie_218
user_130,rated,movie_330
user_622,rated,movie_1216
user_894,rated,movie_1115
user_657,rated,movie_301
user_883,rated,movie_740
user_115,rated,movie_644
user_49,rated,movie_147
user_241,rated,movie_286
user_834,rated,movie_346
user_637,rated,movie_147
user_788,rated,movie_385
user_553,rated,movie_609
user_848,rated,movie_489
user_937,rated,movie_14
user_648,rated,movie_575
user_934,rated,movie_674
user_160,rated,movie_408
user_749,rated,movie_540
user_425,rated,movie_435
user_815,rated,movie_602
user_249,rated,movie_427
user_919,rated,movie_531
user_788,rated,movie_589
user_804,rated,movie_582
user_870,rated,movie_315
user_774,rated,movie_831
user_308,rated,movie_356
user_666,rated,movie_1451
user_624,rated,movie_993
user_457,rated,movie_276
user_795,rated,movie_1413
user_506,rated,movie_137
user_707,rated,movie_480
user_886,rated,movie_591
user_660,rated,movie_259
user_868,rated,movie_783
user_21,rated,movie_873
user_643,rated,movie_504
user_889,rated,movie_631
user_833,rated,movie_293
user_721,rated,movie_292
user_727,rated,movie_191
user_533,rated,movie_403
user_932,rated,movie_441
user_878,rated,movie_498
user_880,rated,movie_394
user_865,rated,movie_627
user_296,rated,movie_194
user_393,rated,movie_411
user_454,rated,movie_984
user_586,rated,movie_576
user_729,rated,movie_310
user_716,rated,movie_559
user_192,rated,movie_9
user_880,rated,movie_28
user_660,rated,movie_173
user_669,rated,movie_511
user_447,rated,movie_411
user_524,rated,movie_64
user_32,rated,movie_628
user_524,rated,movie_208
user_671,rated,movie_174
user_451,rated,movie_324
user_460,rated,movie_304
user_724,rated,movie_268
user_13,rated,movie_445
user_938,rated,movie_473
user_897,rated,movie_184
user_463,rated,movie_1028
user_405,rated,movie_512
user_754,rated,movie_291
user_346,rated,movie_1011
user_711,rated,movie_651
user_940,rated,movie_358
user_889,rated,movie_132
user_913,rated,movie_498
user_655,rated,movie_686
user_854,rated,movie_106
user_405,rated,movie_542
user_916,rated,movie_484
user_506,rated,movie_586
user_474,rated,movie_1221
user_773,rated,movie_357
user_436,rated,movie_941
user_823,rated,movie_56
user_889,rated,movie_471
user_716,rated,movie_162
user_537,rated,movie_684
user_690,rated,movie_705
user_795,rated,movie_559
user_846,rated,movie_198
user_622,rated,movie_363
user_561,rated,movie_794
user_222,rated,movie_566
user_347,rated,movie_696
user_840,rated,movie_195
user_932,rated,movie_745
user_468,rated,movie_117
user_716,rated,movie_58
user_938,rated,movie_1028
user_653,rated,movie_175
user_919,rated,movie_1
user_533,rated,movie_281
user_588,rated,movie_713
user_896,rated,movie_895
user_655,rated,movie_927
user_835,rated,movie_286
user_279,rated,movie_1039
user_942,rated,movie_1050
user_746,rated,movie_423
user_94,rated,movie_1010
user_748,rated,movie_114
user_313,rated,movie_181
user_286,rated,movie_408
user_536,rated,movie_614
user_478,rated,movie_64
user_325,rated,movie_408
user_514,rated,movie_195
user_850,rated,movie_196
user_815,rated,movie_222
user_655,rated,movie_731
user_163,rated,movie_326
user_479,rated,movie_196
user_916,rated,movie_71
user_752,rated,movie_350
user_846,rated,movie_1530
user_699,rated,movie_477
user_516,rated,movie_515
user_778,rated,movie_755
user_807,rated,movie_1066
user_113,rated,movie_300
user_796,rated,movie_82
user_498,rated,movie_462
user_882,rated,movie_756
user_880,rated,movie_284
user_806,rated,movie_187
user_830,rated,movie_79
user_943,rated,movie_721
user_843,rated,movie_153
user_479,rated,movie_202
user_660,rated,movie_1065
user_749,rated,movie_184
user_881,rated,movie_831
user_834,rated,movie_316
user_274,rated,movie_596
user_821,rated,movie_845
user_483,rated,movie_515
user_535,rated,movie_186
user_740,rated,movie_873
user_246,rated,movie_56
user_489,rated,movie_880
user_932,rated,movie_1454
user_933,rated,movie_1028
user_87,rated,movie_715
user_941,rated,movie_475
user_778,rated,movie_69
user_693,rated,movie_291
user_694,rated,movie_194
user_618,rated,movie_133
user_851,rated,movie_1276
user_535,rated,movie_187
user_186,rated,movie_1385
user_825,rated,movie_249
user_831,rated,movie_260
user_257,rated,movie_86
user_480,rated,movie_302
user_698,rated,movie_707
user_569,rated,movie_288
user_542,rated,movie_423
user_6,rated,movie_285
user_526,rated,movie_1007
user_524,rated,movie_526
user_543,rated,movie_188
user_462,rated,movie_873
user_190,rated,movie_237
user_234,rated,movie_631
user_916,rated,movie_1401
user_158,rated,movie_1303
user_846,rated,movie_513
user_551,rated,movie_1220
user_405,rated,movie_429
user_911,rated,movie_923
user_637,rated,movie_742
user_457,rated,movie_528
user_568,rated,movie_127
user_116,rated,movie_650
user_715,rated,movie_173
user_804,rated,movie_637
user_942,rated,movie_892
user_894,rated,movie_316
user_293,rated,movie_88
user_621,rated,movie_55
user_603,rated,movie_326
user_933,rated,movie_559
user_478,rated,movie_96
user_621,rated,movie_40
user_450,rated,movie_571
user_336,rated,movie_734
user_890,rated,movie_234
user_655,rated,movie_722
user_559,rated,movie_1556
user_374,rated,movie_457
user_543,rated,movie_265
user_751,rated,movie_431
user_896,rated,movie_73
user_846,rated,movie_44
user_757,rated,movie_562
user_932,rated,movie_430
user_815,rated,movie_217
user_902,rated,movie_497
user_889,rated,movie_237
user_132,rated,movie_100
user_577,rated,movie_559
user_210,rated,movie_173
user_373,rated,movie_684
user_593,rated,movie_742
user_676,rated,movie_294
user_357,rated,movie_748
user_870,rated,movie_1090
user_758,rated,movie_147
user_608,rated,movie_163
user_406,rated,movie_657
user_898,rated,movie_358
user_334,rated,movie_527
user_544,rated,movie_304
user_768,rated,movie_15
user_411,rated,movie_603
user_893,rated,movie_820
user_504,rated,movie_612
user_863,rated,movie_1680
user_794,rated,movie_14
user_145,rated,movie_338
user_847,rated,movie_426
user_498,rated,movie_64
user_870,rated,movie_469
user_943,rated,movie_421
user_380,rated,movie_79
user_727,rated,movie_1165
user_505,rated,movie_173
user_699,rated,movie_596
user_749,rated,movie_111
user_843,rated,movie_627
user_49,rated,movie_577
user_664,rated,movie_356
user_919,rated,movie_21
user_886,rated,movie_1065
user_659,rated,movie_64
user_814,rated,movie_234
user_705,rated,movie_862
user_859,rated,movie_257
user_793,rated,movie_235
user_826,rated,movie_22
user_790,rated,movie_944
user_653,rated,movie_628
user_828,rated,movie_24
user_815,rated,movie_671
user_486,rated,movie_269
user_486,rated,movie_883
user_392,rated,movie_837
user_833,rated,movie_106
user_654,rated,movie_845
user_264,rated,movie_275
user_533,rated,movie_483
user_840,rated,movie_419
user_104,rated,movie_678
user_776,rated,movie_440
user_498,rated,movie_7
user_897,rated,movie_423
user_535,rated,movie_211
user_939,rated,movie_1051
user_815,rated,movie_402
user_807,rated,movie_222
user_682,rated,movie_318
user_917,rated,movie_278
user_842,rated,movie_1395
user_246,rated,movie_735
user_887,rated,movie_470
user_407,rated,movie_151
user_785,rated,movie_318
user_844,rated,movie_568
user_454,rated,movie_498
user_18,rated,movie_174
user_872,rated,movie_313
user_889,rated,movie_268
user_715,rated,movie_122
user_872,rated,movie_928
user_881,rated,movie_392
user_890,rated,movie_50
user_236,rated,movie_333
user_846,rated,movie_693
user_804,rated,movie_292
user_846,rated,movie_265
user_551,rated,movie_326
user_632,rated,movie_877
user_838,rated,movie_70
user_883,rated,movie_11
user_883,rated,movie_603
user_115,rated,movie_185
user_863,rated,movie_334
user_936,rated,movie_129
user_875,rated,movie_55
user_13,rated,movie_549
user_437,rated,movie_23
user_749,rated,movie_586
user_747,rated,movie_504
user_880,rated,movie_685
user_896,rated,movie_430
user_885,rated,movie_582
user_846,rated,movie_772
user_181,rated,movie_1366
user_796,rated,movie_257
user_454,rated,movie_275
user_861,rated,movie_1009
user_774,rated,movie_8
user_664,rated,movie_642
user_374,rated,movie_806
user_942,rated,movie_97
user_896,rated,movie_1471
user_336,rated,movie_210
user_747,rated,movie_732
user_328,rated,movie_299
user_5,rated,movie_383
user_758,rated,movie_568
user_540,rated,movie_270
user_294,rated,movie_515
user_494,rated,movie_300
user_840,rated,movie_154
user_886,rated,movie_1019
user_728,rated,movie_319
user_129,rated,movie_310
user_464,rated,movie_510
user_900,rated,movie_483
user_733,rated,movie_1338
user_541,rated,movie_99
user_733,rated,movie_591
user_452,rated,movie_474
user_619,rated,movie_233
user_889,rated,movie_282
user_878,rated,movie_191
user_633,rated,movie_50
user_533,rated,movie_192
user_752,rated,movie_900
user_497,rated,movie_128
user_805,rated,movie_393
user_880,rated,movie_240
user_495,rated,movie_378
user_727,rated,movie_410
user_363,rated,movie_385
user_881,rated,movie_233
user_847,rated,movie_220
user_727,rated,movie_1025
user_823,rated,movie_187
user_937,rated,movie_93
user_532,rated,movie_447
user_585,rated,movie_1501
user_779,rated,movie_235
user_878,rated,movie_650
user_763,rated,movie_59
user_347,rated,movie_421
user_660,rated,movie_172
user_403,rated,movie_1
user_771,rated,movie_588
user_681,rated,movie_289
user_501,rated,movie_829
user_393,rated,movie_507
user_391,rated,movie_301
user_566,rated,movie_496
user_615,rated,movie_699
user_768,rated,movie_475
user_86,rated,movie_326
user_625,rated,movie_385
user_663,rated,movie_628
user_932,rated,movie_736
user_643,rated,movie_515
user_327,rated,movie_749
user_115,rated,movie_192
user_586,rated,movie_735
user_805,rated,movie_436
user_718,rated,movie_597
user_663,rated,movie_147
user_721,rated,movie_331
user_823,rated,movie_654
user_650,rated,movie_450
user_776,rated,movie_431
user_226,rated,movie_12
user_773,rated,movie_168
user_927,rated,movie_866
user_843,rated,movie_657
user_495,rated,movie_1188
user_430,rated,movie_523
user_707,rated,movie_425
user_896,rated,movie_484
user_727,rated,movie_739
user_671,rated,movie_570
user_648,rated,movie_384
user_629,rated,movie_86
user_552,rated,movie_126
user_524,rated,movie_310
user_711,rated,movie_662
user_385,rated,movie_30
user_892,rated,movie_117
user_826,rated,movie_1228
user_595,rated,movie_460
user_653,rated,movie_15
user_880,rated,movie_82
user_686,rated,movie_2
user_744,rated,movie_481
user_321,rated,movie_705
user_726,rated,movie_763
user_688,rated,movie_1127
user_506,rated,movie_443
user_864,rated,movie_290
user_873,rated,movie_286
user_868,rated,movie_1509
user_425,rated,movie_64
user_655,rated,movie_794
user_759,rated,movie_471
user_102,rated,movie_879
user_65,rated,movie_237
user_416,rated,movie_869
user_772,rated,movie_752
user_782,rated,movie_325
user_531,rated,movie_329
user_154,rated,movie_641
user_280,rated,movie_9
user_158,rated,movie_195
user_474,rated,movie_259
user_821,rated,movie_237
user_851,rated,movie_64
user_268,rated,movie_388
user_880,rated,movie_249
user_343,rated,movie_531
user_378,rated,movie_470
user_299,rated,movie_855
user_796,rated,movie_1297
user_667,rated,movie_660
user_676,rated,movie_892
user_437,rated,movie_156
user_903,rated,movie_528
user_405,rated,movie_1552
user_528,rated,movie_204
user_721,rated,movie_359
user_633,rated,movie_237
user_606,rated,movie_451
user_406,rated,movie_100
user_933,rated,movie_218
user_273,rated,movie_307
user_318,rated,movie_735
user_60,rated,movie_603
user_729,rated,movie_338
user_741,rated,movie_682
user_645,rated,movie_1159
user_864,rated,movie_561
user_189,rated,movie_179
user_621,rated,movie_721
user_873,rated,movie_289
user_678,rated,movie_100
user_113,rated,movie_333
user_533,rated,movie_580
user_833,rated,movie_89
user_233,rated,movie_304
user_442,rated,movie_172
user_687,rated,movie_294
user_660,rated,movie_800
user_568,rated,movie_427
user_708,rated,movie_15
user_707,rated,movie_111
user_286,rated,movie_3
user_95,rated,movie_238
user_868,rated,movie_579
user_770,rated,movie_333
user_422,rated,movie_295
user_880,rated,movie_456
user_611,rated,movie_342
user_877,rated,movie_727
user_682,rated,movie_716
user_622,rated,movie_257
user_185,rated,movie_480
user_709,rated,movie_144
user_468,rated,movie_531
user_733,rated,movie_277
user_889,rated,movie_357
user_843,rated,movie_258
user_921,rated,movie_929
user_943,rated,movie_161
user_445,rated,movie_994
user_222,rated,movie_628
user_731,rated,movie_484
user_262,rated,movie_216
user_592,rated,movie_47
user_276,rated,movie_97
user_653,rated,movie_693
user_661,rated,movie_1
user_865,rated,movie_546
user_840,rated,movie_50
user_943,rated,movie_720
user_478,rated,movie_762
user_654,rated,movie_25
user_788,rated,movie_586
user_807,rated,movie_172
user_84,rated,movie_756
user_869,rated,movie_515
user_790,rated,movie_161
user_381,rated,movie_196
user_772,rated,movie_748
user_311,rated,movie_227
user_650,rated,movie_355
user_716,rated,movie_260
user_870,rated,movie_340
user_501,rated,movie_696
user_836,rated,movie_322
user_109,rated,movie_358
user_453,rated,movie_257
user_878,rated,movie_19
user_13,rated,movie_811
user_763,rated,movie_212
user_867,rated,movie_56
user_614,rated,movie_293
user_883,rated,movie_276
user_684,rated,movie_393
user_537,rated,movie_276
user_324,rated,movie_273
user_872,rated,movie_278
user_870,rated,movie_65
user_943,rated,movie_23
user_361,rated,movie_47
user_870,rated,movie_333
user_889,rated,movie_85
user_463,rated,movie_275
user_868,rated,movie_636
user_7,rated,movie_144
user_887,rated,movie_562
user_536,rated,movie_694
user_836,rated,movie_327
user_666,rated,movie_81
user_873,rated,movie_313
user_943,rated,movie_928
user_896,rated,movie_836
user_871,rated,movie_937
user_577,rated,movie_234
user_476,rated,movie_430
user_234,rated,movie_93
user_796,rated,movie_144
user_110,rated,movie_29
user_871,rated,movie_195
user_817,rated,movie_329
user_699,rated,movie_7
user_269,rated,movie_1005
user_845,rated,movie_1238
user_929,rated,movie_480
user_920,rated,movie_292
user_508,rated,movie_527
user_868,rated,movie_239
user_359,rated,movie_50
user_687,rated,movie_323
user_383,rated,movie_166
user_500,rated,movie_168
user_308,rated,movie_172
user_881,rated,movie_56
user_934,rated,movie_83
user_833,rated,movie_291
user_357,rated,movie_283
user_694,rated,movie_141
user_815,rated,movie_529
user_796,rated,movie_447
user_653,rated,movie_125
user_659,rated,movie_610
user_917,rated,movie_535
user_174,rated,movie_284
user_751,rated,movie_196
user_773,rated,movie_737
user_145,rated,movie_77
user_198,rated,movie_204
user_854,rated,movie_302
user_878,rated,movie_462
user_916,rated,movie_239
user_838,rated,movie_210
user_805,rated,movie_708
user_623,rated,movie_603
user_505,rated,movie_207
user_854,rated,movie_203
user_773,rated,movie_170
user_716,rated,movie_636
user_795,rated,movie_169
user_642,rated,movie_584
user_774,rated,movie_91
user_889,rated,movie_718
user_882,rated,movie_423
user_308,rated,movie_1121
